,unique_id,time,DAP,TimeGPT,TimeGPT-hi-90,TimeGPT-lo-90
332,0,2023-01-14 20:00:00,13.5585,11.035175,51.827446,-29.757097
333,0,2023-01-14 21:00:00,13.0614,7.7505074,41.17349,-25.672474
334,0,2023-01-14 22:00:00,14.3102,8.286873,31.86849,-15.2947445
335,0,2023-01-14 23:00:00,10.0433,8.015511,28.834831,-12.803809
336,0,2023-01-15 00:00:00,5.98376,10.455837,29.196629,-8.284953
337,0,2023-01-15 01:00:00,4.69675,8.255943,27.99763,-11.485743
338,0,2023-01-15 02:00:00,4.20961,6.494011,29.444141,-16.45612
339,0,2023-01-15 03:00:00,4.77758,10.219841,37.50115,-17.061464
340,0,2023-01-15 04:00:00,5.22686,11.511997,39.951206,-16.92721
341,0,2023-01-15 05:00:00,6.63618,14.982929,49.73854,-19.772682
342,0,2023-01-15 06:00:00,10.9206,17.850552,50.172977,-14.471871
343,0,2023-01-15 07:00:00,14.2537,13.488514,44.894203,-17.917175
344,0,2023-01-15 08:00:00,14.8022,12.061169,43.51962,-19.397282
345,0,2023-01-15 09:00:00,10.6669,8.817463,41.893105,-24.258179
346,0,2023-01-15 10:00:00,9.59122,7.71764,33.905655,-18.470375
347,0,2023-01-15 11:00:00,8.55731,2.9910393,25.664274,-19.682196
348,0,2023-01-15 12:00:00,8.86236,3.6054497,32.35481,-25.143911
349,0,2023-01-15 13:00:00,9.05154,5.3965034,41.85336,-31.060352
350,0,2023-01-15 14:00:00,9.0212,1.4416313,56.81088,-53.927616
351,0,2023-01-15 15:00:00,9.49705,1.694561,79.587875,-76.19876
352,0,2023-01-15 16:00:00,14.98,2.7320137,97.640305,-92.176285
353,0,2023-01-15 17:00:00,26.7803,6.955761,76.49505,-62.583527
354,0,2023-01-15 18:00:00,24.1277,9.347389,65.819885,-47.125107
355,0,2023-01-15 19:00:00,19.0199,9.61985,104.83517,-85.59547
356,0,2023-01-15 20:00:00,14.8695,7.8835144,45.84467,-30.07764
357,0,2023-01-15 21:00:00,12.4024,9.185993,35.93708,-17.565094
358,0,2023-01-15 22:00:00,12.1639,9.021595,32.84541,-14.802218
359,0,2023-01-15 23:00:00,5.97471,4.9893227,28.217142,-18.238497
360,0,2023-01-16 00:00:00,5.25685,-2.958786,9.811052,-15.728624
361,0,2023-01-16 01:00:00,3.86089,1.0673027,19.445267,-17.310661
362,0,2023-01-16 02:00:00,4.16479,4.8083305,27.32253,-17.70587
