unique_id,time,DAP,TimeGPT,TimeGPT-hi-90,TimeGPT-lo-90
0,2023-01-10 07:00:00,26.5208,18.209257,32.673386,3.7451315
0,2023-01-10 08:00:00,21.3811,21.527208,47.905643,-4.851227
0,2023-01-10 09:00:00,17.547,20.760515,36.263817,5.257217
0,2023-01-10 10:00:00,16.7697,15.813217,20.080217,11.546217
0,2023-01-10 11:00:00,16.6787,10.032143,29.207592,-9.143307
0,2023-01-10 12:00:00,16.2208,6.733593,31.093826,-17.626638
0,2023-01-10 13:00:00,14.6118,9.508656,36.308933,-17.291622
0,2023-01-10 14:00:00,15.8155,12.112481,34.505367,-10.280406
0,2023-01-10 15:00:00,17.079,17.218382,26.486973,7.9497905
0,2023-01-10 16:00:00,23.3589,23.756298,38.575268,8.937326
0,2023-01-10 17:00:00,52.8769,25.755644,63.394455,-11.883168
0,2023-01-10 18:00:00,31.2106,17.458355,45.743954,-10.827245
0,2023-01-10 19:00:00,20.5279,16.629318,45.00292,-11.744283
0,2023-01-10 20:00:00,18.3903,19.591936,41.42627,-2.2423952
0,2023-01-10 21:00:00,16.2347,17.645912,29.63422,5.657604
0,2023-01-10 22:00:00,19.3232,11.327814,20.98214,1.6734884
0,2023-01-10 23:00:00,15.8231,9.427738,22.574848,-3.7193716
0,2023-01-11 00:00:00,9.37933,3.8147428,10.46699,-2.8375044
0,2023-01-11 01:00:00,7.29946,7.998055,17.396826,-1.4007161
0,2023-01-11 02:00:00,6.7972,9.819319,30.246826,-10.608189
0,2023-01-11 03:00:00,7.1083,17.142353,51.7184,-17.433693
0,2023-01-11 04:00:00,9.70238,20.449326,67.47034,-26.571686
0,2023-01-11 05:00:00,13.765,28.263134,83.015465,-26.489195
0,2023-01-11 06:00:00,27.9154,35.27731,79.7851,-9.230486
0,2023-01-11 07:00:00,27.7898,32.850136,69.97075,-4.2704754
0,2023-01-11 08:00:00,20.7408,23.035704,53.1351,-7.063695
0,2023-01-11 09:00:00,17.4788,18.536915,36.169346,0.90448284
0,2023-01-11 10:00:00,17.9735,11.175378,25.711126,-3.3603697
0,2023-01-11 11:00:00,18.3912,9.0222435,19.022263,-0.9777756
0,2023-01-11 12:00:00,18.2205,7.6833305,15.909913,-0.543252
0,2023-01-11 13:00:00,17.397,8.711279,16.40486,1.0176978
0,2023-01-11 14:00:00,18.4013,11.821822,23.708588,-0.06494212
0,2023-01-11 15:00:00,18.4631,15.500824,40.262756,-9.2611065
0,2023-01-11 16:00:00,22.8092,18.046442,46.601013,-10.508126
0,2023-01-11 17:00:00,44.2968,26.059914,60.269066,-8.1492405
0,2023-01-11 18:00:00,34.2476,20.257483,58.90524,-18.390272
0,2023-01-11 19:00:00,23.9519,19.109135,64.21167,-25.993397
0,2023-01-11 20:00:00,19.1828,18.483295,64.75018,-27.783596
0,2023-01-11 21:00:00,18.3174,18.213617,58.555336,-22.128101
0,2023-01-11 22:00:00,17.3379,18.494951,51.010597,-14.020693
0,2023-01-11 23:00:00,13.3188,14.722925,47.684395,-18.23854
0,2023-01-12 00:00:00,8.01053,6.5922117,19.284836,-6.100414
0,2023-01-12 01:00:00,6.39415,9.044954,19.327238,-1.237329
0,2023-01-12 02:00:00,5.7199,0.50551414,18.350624,-17.339596
0,2023-01-12 03:00:00,6.19261,2.2452583,26.114752,-21.624235
0,2023-01-12 04:00:00,9.16218,3.0398521,35.883007,-29.803303
0,2023-01-12 05:00:00,15.3932,8.918463,53.067062,-35.230133
0,2023-01-12 06:00:00,28.5939,14.637871,76.79095,-47.51521
0,2023-01-12 07:00:00,25.2316,12.822998,79.23513,-53.58913
0,2023-01-12 08:00:00,19.1178,10.619252,60.753956,-39.51545
0,2023-01-12 09:00:00,16.5111,7.513297,44.426697,-29.400099
0,2023-01-12 10:00:00,16.2857,-1.159328,18.868515,-21.187172
0,2023-01-12 11:00:00,17.9026,-6.083163,7.2041087,-19.370434
0,2023-01-12 12:00:00,20.1371,-2.685947,10.182379,-15.554274
0,2023-01-12 13:00:00,21.0245,4.369966,13.074672,-4.334739
0,2023-01-12 14:00:00,23.3702,10.059818,13.858567,6.2610693
0,2023-01-12 15:00:00,22.9161,15.808104,26.301151,5.315055
0,2023-01-12 16:00:00,23.1999,17.510096,41.437927,-6.4177356
0,2023-01-12 17:00:00,43.8861,28.108591,55.57453,0.64264727
0,2023-01-12 18:00:00,48.8622,21.993015,59.610577,-15.624547
0,2023-01-12 19:00:00,40.868,20.277563,69.27304,-28.717915
0,2023-01-12 20:00:00,36.613,16.868614,82.59007,-48.852844
0,2023-01-12 21:00:00,36.6131,12.776974,81.781425,-56.22747
0,2023-01-12 22:00:00,35.0768,8.588623,53.22773,-36.050484
0,2023-01-12 23:00:00,29.9763,7.0087605,54.088776,-40.07125
0,2023-01-13 00:00:00,26.8413,18.487808,29.494549,7.481066
0,2023-01-13 01:00:00,25.9416,20.321857,25.581543,15.062172
0,2023-01-13 02:00:00,26.8321,15.86804,28.90035,2.8357303
0,2023-01-13 03:00:00,26.3758,21.102463,47.72026,-5.515335
0,2023-01-13 04:00:00,27.1035,32.604897,74.755264,-9.545478
0,2023-01-13 05:00:00,38.2803,46.105774,126.237015,-34.025467
0,2023-01-13 06:00:00,64.7124,56.62922,256.8735,-143.61505
0,2023-01-13 07:00:00,75.3491,58.618786,355.3302,-238.09265
0,2023-01-13 08:00:00,40.7342,52.49366,343.81717,-238.82986
0,2023-01-13 09:00:00,31.0323,47.723618,176.1535,-80.70626
0,2023-01-13 10:00:00,28.293,30.242174,111.33635,-50.852005
0,2023-01-13 11:00:00,25.701,28.152811,81.48944,-25.183819
0,2023-01-13 12:00:00,25.0013,30.30745,57.43563,3.1792698
0,2023-01-13 13:00:00,23.7182,41.92374,57.964317,25.883165
0,2023-01-13 14:00:00,22.5781,46.80313,61.58967,32.016594
0,2023-01-13 15:00:00,22.0599,49.349277,75.30681,23.391748
0,2023-01-13 16:00:00,25.2877,50.19749,97.01935,3.3756323
0,2023-01-13 17:00:00,45.3301,60.10472,383.8659,-263.65643
0,2023-01-13 18:00:00,34.4375,61.228703,414.7835,-292.32608
0,2023-01-13 19:00:00,26.8507,59.49648,404.85315,-285.86017
0,2023-01-13 20:00:00,26.6996,53.7588,394.69708,-287.17947
0,2023-01-13 21:00:00,24.1112,47.316616,261.1131,-166.47986
0,2023-01-13 22:00:00,23.8523,41.212925,144.57022,-62.144382
0,2023-01-13 23:00:00,24.834,36.609077,96.90814,-23.689991
0,2023-01-14 00:00:00,19.9207,23.083532,440.57715,-394.41003
0,2023-01-14 01:00:00,19.6944,30.049353,399.27533,-339.17664
0,2023-01-14 02:00:00,19.9545,33.66541,372.92865,-305.59784
0,2023-01-14 03:00:00,20.0055,42.59207,376.68283,-291.4987
0,2023-01-14 04:00:00,20.8539,52.13126,502.98053,-398.71796
0,2023-01-14 05:00:00,23.2849,68.408775,789.2038,-652.3863
0,2023-01-14 06:00:00,27.1071,84.53785,1747.6821,-1578.6064
0,2023-01-14 07:00:00,27.2612,84.57515,1868.5903,-1699.44
0,2023-01-14 08:00:00,25.5932,71.77426,1422.3086,-1278.76
0,2023-01-14 09:00:00,18.4053,59.2071,342.94543,-224.53125
0,2023-01-14 10:00:00,16.1697,43.331917,120.44347,-33.779636
0,2023-01-14 11:00:00,15.3581,33.490337,54.253635,12.727041
0,2023-01-14 12:00:00,12.1406,27.421011,31.821062,23.020962
0,2023-01-14 13:00:00,9.84754,27.51539,31.209032,23.821747
0,2023-01-14 14:00:00,8.45265,30.018145,41.701805,18.334484
0,2023-01-14 15:00:00,8.41258,35.443733,59.909813,10.977654
0,2023-01-14 16:00:00,9.98448,40.45691,65.23407,15.679748
0,2023-01-14 17:00:00,17.6019,51.62409,78.711334,24.536848
0,2023-01-14 18:00:00,17.6966,48.50001,260.84747,-163.84747
0,2023-01-14 19:00:00,15.3819,53.85596,488.06958,-380.35767
0,2023-01-14 20:00:00,13.5585,50.137554,574.17993,-473.9048
0,2023-01-14 21:00:00,13.0614,45.361794,512.02325,-421.29962
0,2023-01-14 22:00:00,14.3102,39.618546,349.5279,-270.29083
0,2023-01-14 23:00:00,10.0433,30.686247,145.1993,-83.8268
0,2023-01-15 00:00:00,5.98376,4.1163063,98.75147,-90.51886
0,2023-01-15 01:00:00,4.69675,9.025703,110.01541,-91.96401
0,2023-01-15 02:00:00,4.20961,11.195381,126.1336,-103.74283
0,2023-01-15 03:00:00,4.77758,16.696175,143.71748,-110.32512
0,2023-01-15 04:00:00,5.22686,24.317087,171.7391,-123.10492
0,2023-01-15 05:00:00,6.63618,34.03819,228.62688,-160.55049
0,2023-01-15 06:00:00,10.9206,46.19113,289.71613,-197.33386
0,2023-01-15 07:00:00,14.2537,52.137276,273.66675,-169.39221
0,2023-01-15 08:00:00,14.8022,48.381264,221.71738,-124.954865
0,2023-01-15 09:00:00,10.6669,46.11525,142.81511,-50.58461
0,2023-01-15 10:00:00,9.59122,35.796886,96.46158,-24.867804
0,2023-01-15 11:00:00,8.55731,27.17412,61.036003,-6.6877613
0,2023-01-15 12:00:00,8.86236,19.181103,52.872215,-14.510008
0,2023-01-15 13:00:00,9.05154,18.531576,49.836643,-12.77349
0,2023-01-15 14:00:00,9.0212,17.491745,61.92782,-26.944328
0,2023-01-15 15:00:00,9.49705,21.948872,89.95073,-46.052986
0,2023-01-15 16:00:00,14.98,24.444029,108.486885,-59.598824
0,2023-01-15 17:00:00,26.7803,31.035112,134.00345,-71.93322
0,2023-01-15 18:00:00,24.1277,27.307756,158.0491,-103.43359
0,2023-01-15 19:00:00,19.0199,30.253529,177.57886,-117.0718
0,2023-01-15 20:00:00,14.8695,34.490536,156.99416,-88.013084
0,2023-01-15 21:00:00,12.4024,30.531404,127.565865,-66.50306
0,2023-01-15 22:00:00,12.1639,27.462147,102.44792,-47.523636
0,2023-01-15 23:00:00,5.97471,22.40084,91.55138,-46.749695
0,2023-01-16 00:00:00,5.25685,-6.4988847,-4.4482656,-8.549503
0,2023-01-16 01:00:00,3.86089,-3.8141408,6.1890364,-13.817318
0,2023-01-16 02:00:00,4.16479,-2.7486663,14.929618,-20.426952
0,2023-01-16 03:00:00,4.9781,4.1345057,37.929783,-29.66077
0,2023-01-16 04:00:00,6.07857,12.875565,58.45975,-32.708622
0,2023-01-16 05:00:00,12.7708,17.8458,69.88647,-34.19487
0,2023-01-16 06:00:00,18.3782,22.47642,72.589325,-27.636492
0,2023-01-16 07:00:00,20.4939,24.181044,64.57818,-16.21609
0,2023-01-16 08:00:00,21.6614,31.156565,75.59736,-13.28423
0,2023-01-16 09:00:00,20.1979,33.7643,70.155396,-2.626791
0,2023-01-16 10:00:00,14.6998,26.831646,53.5595,0.103788376
0,2023-01-16 11:00:00,16.9576,20.464367,41.889122,-0.9603901
0,2023-01-16 12:00:00,16.7667,13.534193,28.59569,-1.5273018
0,2023-01-16 13:00:00,13.3622,11.197864,24.426105,-2.0303798
0,2023-01-16 14:00:00,12.9083,16.480944,33.229286,-0.2673986
0,2023-01-16 15:00:00,13.7398,24.595186,44.125725,5.06465
0,2023-01-16 16:00:00,15.3349,29.708609,56.82499,2.5922298
0,2023-01-16 17:00:00,45.5728,37.558136,68.38791,6.728367
0,2023-01-16 18:00:00,45.371,33.648113,60.468124,6.8281007
