,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-01-01 23:00:00,55.07035150311784,50.52501150311789,49.74699150311786,49.661141503117825,52.95299150311785,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789
2023-01-02 00:00:00,50.52501150311789,49.74699150311786,49.661141503117825,52.95299150311785,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855
2023-01-02 01:00:00,49.74699150311786,49.661141503117825,52.95299150311785,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874
2023-01-02 02:00:00,49.661141503117825,52.95299150311785,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787
2023-01-02 03:00:00,52.95299150311785,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789
2023-01-02 04:00:00,55.14215150311784,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788
2023-01-02 05:00:00,59.56655150311784,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781
2023-01-02 06:00:00,62.424151503117834,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789
2023-01-02 07:00:00,64.44255150311787,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178
2023-01-02 08:00:00,65.38045150311791,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791
2023-01-02 09:00:00,65.39405150311782,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782
2023-01-02 10:00:00,65.86505150311783,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846
2023-01-02 11:00:00,64.6763515031179,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791
2023-01-02 12:00:00,60.72985150311788,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836
2023-01-02 13:00:00,57.549951503117875,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874
2023-01-02 14:00:00,56.95635150311791,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789
2023-01-02 15:00:00,62.06235150311786,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789,60.30355150311782
2023-01-02 16:00:00,78.31095150311788,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789,60.30355150311782,62.958851503117835
2023-01-02 17:00:00,69.1684515031179,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789,60.30355150311782,62.958851503117835,98.00925150311784
2023-01-02 18:00:00,63.03735150311787,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789,60.30355150311782,62.958851503117835,98.00925150311784,85.3703515031178
2023-01-02 19:00:00,61.53675150311782,61.308651503117865,59.826151503117835,54.50070150311789,56.265551503117855,53.311231503117874,49.23923150311787,54.18198150311789,56.09505150311788,61.00135150311781,65.48505150311789,73.1982515031178,65.76905150311791,61.60775150311782,59.318351503117846,58.25345150311791,59.347151503117836,59.493851503117874,59.77035150311789,60.30355150311782,62.958851503117835,98.00925150311784,85.3703515031178,76.50795150311785
